Uuid,Void/Retire,Name,Strength,Concept drug,Concept dosage form
189d95ec-a89d-11df-bba5-000c297f1161,,Phenobarbitone (60mg) ,60mg,6546f3c0-977f-11e1-8993-905e29aff6c1,
189d96e6-a89d-11df-bba5-000c297f1161,,Phenobarbitone (90 mg) ,90mg,6546f3c0-977f-11e1-8993-905e29aff6c1,
189d97e0-a89d-11df-bba5-000c297f1161,,Phenobarbitone (120 mg) ,120mg,6546f3c0-977f-11e1-8993-905e29aff6c1,
189d98da-a89d-11df-bba5-000c297f1161,,Phenytoin sodium (150mg tablet),150mg,65473768-977f-11e1-8993-905e29aff6c1,
189d99ca-a89d-11df-bba5-000c297f1161,,Phenytoin sodium (300mg tablet),300mg,65473768-977f-11e1-8993-905e29aff6c1,
189d9ac4-a89d-11df-bba5-000c297f1161,,Potassium chloride (Slow K (25 mmol)),25mmol,65694826-977f-11e1-8993-905e29aff6c1,
189d9bbe-a89d-11df-bba5-000c297f1161,,Potassium chloride (Slow K (50 mmol)),50mmol,65694826-977f-11e1-8993-905e29aff6c1,
189da398-a89d-11df-bba5-000c297f1161,,Praziquantel (1800 mg),1800mg,6569492a-977f-11e1-8993-905e29aff6c1,
189da492-a89d-11df-bba5-000c297f1161,,Praziquantel (2400 mg),2400mg,6569492a-977f-11e1-8993-905e29aff6c1,
189da582-a89d-11df-bba5-000c297f1161,,Propantheline bromide(30mg),30mg,657350a0-977f-11e1-8993-905e29aff6c1,
189da67c-a89d-11df-bba5-000c297f1161,,Quinapril (10mg),10mg,6549dc52-977f-11e1-8993-905e29aff6c1,
189da776-a89d-11df-bba5-000c297f1161,,Quinapril (30mg),30mg,6549dc52-977f-11e1-8993-905e29aff6c1,
189da866-a89d-11df-bba5-000c297f1161,,Sodium Valproate (60mg),60mg,65694b32-977f-11e1-8993-905e29aff6c1,
189da960-a89d-11df-bba5-000c297f1161,,Spironolactone (50mg) ,50mg,65694c36-977f-11e1-8993-905e29aff6c1,
189daa50-a89d-11df-bba5-000c297f1161,,Spironolactone (100mg) ,100mg,65694c36-977f-11e1-8993-905e29aff6c1,
189dab4a-a89d-11df-bba5-000c297f1161,,SP (1 tablet),1tablet,6545eed0-977f-11e1-8993-905e29aff6c1,
189dac44-a89d-11df-bba5-000c297f1161,,SP (2 tablets),2tablets,6545eed0-977f-11e1-8993-905e29aff6c1,
189dad3e-a89d-11df-bba5-000c297f1161,,SP (3 tablets),3tablets,6545eed0-977f-11e1-8993-905e29aff6c1,
189dae2e-a89d-11df-bba5-000c297f1161,,Tramadol (100mg),100mg,657351a4-977f-11e1-8993-905e29aff6c1,
189daf28-a89d-11df-bba5-000c297f1161,,Vitamin B complex (1 tablet),1tablet,6547752a-977f-11e1-8993-905e29aff6c1,
189db702-a89d-11df-bba5-000c297f1161,,Adrenaline injection,1mg,65692ea4-977f-11e1-8993-905e29aff6c1,
189db7fc-a89d-11df-bba5-000c297f1161,,Aminophylline injection,250mg,654b0fbe-977f-11e1-8993-905e29aff6c1,
189db8ec-a89d-11df-bba5-000c297f1161,,Atropine sulphate injection(600mcg),600mcg,65692fa8-977f-11e1-8993-905e29aff6c1,
189db9f0-a89d-11df-bba5-000c297f1161,,Atropine sulphate injection(1200mcg),1200mcg,65692fa8-977f-11e1-8993-905e29aff6c1,
189dbae0-a89d-11df-bba5-000c297f1161,,Atropine sulphate injection(2400mcg),2400mg,65692fa8-977f-11e1-8993-905e29aff6c1,
189dbbda-a89d-11df-bba5-000c297f1161,,Cefotaxime injection(1g),1g,6573650e-977f-11e1-8993-905e29aff6c1,
189dbcd4-a89d-11df-bba5-000c297f1161,,Cefotaxime injection(2g),2g,6573650e-977f-11e1-8993-905e29aff6c1,
189dbdc4-a89d-11df-bba5-000c297f1161,,Ceftriaxone Injection(2g),2g,6548858c-977f-11e1-8993-905e29aff6c1,
189dc4e0-a89d-11df-bba5-000c297f1161,,Chloramphenicol injection(2g),2g,65472cfa-977f-11e1-8993-905e29aff6c1,
189dc698-a89d-11df-bba5-000c297f1161,,Chlorpromazine HCl injection (25 mg),25mg,654b00aa-977f-11e1-8993-905e29aff6c1,
189dc792-a89d-11df-bba5-000c297f1161,,Chlorpromazine HCl injection (50 mg),50mg,654b00aa-977f-11e1-8993-905e29aff6c1,
189dc882-a89d-11df-bba5-000c297f1161,,Chlorpromazine HCl injection (100 mg),100mg,654b00aa-977f-11e1-8993-905e29aff6c1,
189dc97c-a89d-11df-bba5-000c297f1161,,Chlorpromazine HCl injection (200 mg),200mg,654b00aa-977f-11e1-8993-905e29aff6c1,
189dca76-a89d-11df-bba5-000c297f1161,,Dexamethasone injection (1 mg),1mg,65734d80-977f-11e1-8993-905e29aff6c1,
189dd188-a89d-11df-bba5-000c297f1161,,Dexamethasone injection (2 mg),2mg,65734d80-977f-11e1-8993-905e29aff6c1,
189dd26e-a89d-11df-bba5-000c297f1161,,Dexamethasone injection (4 mg),4mg,65734d80-977f-11e1-8993-905e29aff6c1,
189dd3fe-a89d-11df-bba5-000c297f1161,,Dexamethasone injection (5 mg),5mg,65734d80-977f-11e1-8993-905e29aff6c1,
189e56ee-a89d-11df-bba5-000c297f1161,,Dexamethasone injection (10 mg),10mg,65734d80-977f-11e1-8993-905e29aff6c1,
189e5f2c-a89d-11df-bba5-000c297f1161,,Diazepam injection (10mg),10mg (injection),6547016c-977f-11e1-8993-905e29aff6c1,
189e609e-a89d-11df-bba5-000c297f1161,,Diazepam injection (20mg),20mg (injection),6547016c-977f-11e1-8993-905e29aff6c1,
189e61fc-a89d-11df-bba5-000c297f1161,,Diclofenac injection (50mg),50mg (injection),65483f50-977f-11e1-8993-905e29aff6c1,
189e6972-a89d-11df-bba5-000c297f1161,,Flucloxacillin injection (500 mg),500mg (injection),65484b3a-977f-11e1-8993-905e29aff6c1,
189e6aee-a89d-11df-bba5-000c297f1161,,"Frusemide 10mg/ml, 2ml (40mg)",40mg (injection),65730d0c-977f-11e1-8993-905e29aff6c1,
189e728c-a89d-11df-bba5-000c297f1161,,"Frusemide 10mg/ml, 2ml (80mg)",80mg (injection),65730d0c-977f-11e1-8993-905e29aff6c1,
189e7926-a89d-11df-bba5-000c297f1161,,"Frusemide 10mg/ml, 2ml (120mg)",120mg (injection),65730d0c-977f-11e1-8993-905e29aff6c1,
189e7fc0-a89d-11df-bba5-000c297f1161,,"Frusemide 10mg/ml, 2ml (160mg)",160mg (injection),65730d0c-977f-11e1-8993-905e29aff6c1,
189e8dc6-a89d-11df-bba5-000c297f1161,,Gentamicin injection (80mg),80mg (injection),6546014a-977f-11e1-8993-905e29aff6c1,
189e8ec0-a89d-11df-bba5-000c297f1161,,Gentamicin injection (160mg),160mg (injection),6546014a-977f-11e1-8993-905e29aff6c1,
189e8fb0-a89d-11df-bba5-000c297f1161,,Gentamicin injection (240mg),240mg (injection),6546014a-977f-11e1-8993-905e29aff6c1,
189e9096-a89d-11df-bba5-000c297f1161,,Heparin 5000u/ml (5ml) (5000iu),5000iu,657353ac-977f-11e1-8993-905e29aff6c1,
189e9208-a89d-11df-bba5-000c297f1161,,Heparin 5000u/ml (5ml) (10000iu),10000iu,657353ac-977f-11e1-8993-905e29aff6c1,
189e92f8-a89d-11df-bba5-000c297f1161,,Heparin 5000u/ml (5ml) (15000iu),15000iu,657353ac-977f-11e1-8993-905e29aff6c1,
189e93f2-a89d-11df-bba5-000c297f1161,,"Hydralazine HCl 20mg/ml, 1ml (2.5mg)",2.5mg (injection),654b10d6-977f-11e1-8993-905e29aff6c1,
189e94ec-a89d-11df-bba5-000c297f1161,,"Hydralazine HCl 20mg/ml, 1ml (5mg)",5mg (injection),654b10d6-977f-11e1-8993-905e29aff6c1,
189e95e6-a89d-11df-bba5-000c297f1161,,"Hydralazine HCl 20mg/ml, 1ml (10mg)",10mg (injection),654b10d6-977f-11e1-8993-905e29aff6c1,
