Uuid,Void/Retire,Name,Strength,Concept drug,Concept dosage form
189530be-a89d-11df-bba5-000c297f1161,,Cloxacillin (250mg capsule),250mg,654b094c-977f-11e1-8993-905e29aff6c1,6569265c-977f-11e1-8993-905e29aff6c1
189531b8-a89d-11df-bba5-000c297f1161,,Cloxacillin (500mg capsule),500mg,654b094c-977f-11e1-8993-905e29aff6c1,6569265c-977f-11e1-8993-905e29aff6c1
189532b2-a89d-11df-bba5-000c297f1161,true,Cloxacillin 500milligram Capsule,500mg,654b094c-977f-11e1-8993-905e29aff6c1,6569265c-977f-11e1-8993-905e29aff6c1
189533ac-a89d-11df-bba5-000c297f1161,,Dapsone (100mg tablet),100mg,6545f8b2-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
189534a6-a89d-11df-bba5-000c297f1161,,Diazepam 5mg/ml (2ml ampulle),2ml,6547016c-977f-11e1-8993-905e29aff6c1,656923d2-977f-11e1-8993-905e29aff6c1
189535a0-a89d-11df-bba5-000c297f1161,,Diazepam (5mg tablet),5mg,6547016c-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895369a-a89d-11df-bba5-000c297f1161,,Diclofenac Sodium (50mg tablet),50mg,65483f50-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895378a-a89d-11df-bba5-000c297f1161,,Diclofenac injection (25mg),25mg (injection),65483f50-977f-11e1-8993-905e29aff6c1,656923d2-977f-11e1-8993-905e29aff6c1
18953884-a89d-11df-bba5-000c297f1161,,Dihydrocodeine (30mg tablet),30mg,6549ee9a-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895397e-a89d-11df-bba5-000c297f1161,,Doxycycline (100mg capsule),100mg,6545fbfa-977f-11e1-8993-905e29aff6c1,6569265c-977f-11e1-8993-905e29aff6c1
18953a78-a89d-11df-bba5-000c297f1161,,Erythromycin (125mg/5ml suspension),5ml,65473646-977f-11e1-8993-905e29aff6c1,6569285a-977f-11e1-8993-905e29aff6c1
18953b68-a89d-11df-bba5-000c297f1161,,Erythromycin (250mg tablet),250mg,65473646-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
18953c62-a89d-11df-bba5-000c297f1161,,Ferrous sulphate + folic acid (200mg+250mcg tablet,450mg,654a1712-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
18953d5c-a89d-11df-bba5-000c297f1161,,Ferrous sulphate (200mg tablet),200mg,6547145e-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
18953e56-a89d-11df-bba5-000c297f1161,,Folic Acid (5mg tablet),5mg,6547162a-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
18953f50-a89d-11df-bba5-000c297f1161,,Furosemide (40mg tablet),40mg,6546003c-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
18954040-a89d-11df-bba5-000c297f1161,,Gentamicine 0.3% Eye Drops (1nl),1drop(s),6546014a-977f-11e1-8993-905e29aff6c1,65692760-977f-11e1-8993-905e29aff6c1
1895413a-a89d-11df-bba5-000c297f1161,,Gentamicine (40mg ampulle),40mg,6546014a-977f-11e1-8993-905e29aff6c1,656923d2-977f-11e1-8993-905e29aff6c1
18954234-a89d-11df-bba5-000c297f1161,,Hydralazine (25mg tablet),25mg,654b10d6-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895434c-a89d-11df-bba5-000c297f1161,,Hydrochlorothiazide (25mg tablet),25mg,65588df6-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
18954504-a89d-11df-bba5-000c297f1161,,Hydrocortisone acetate 25mg/ml,5ml,65474a14-977f-11e1-8993-905e29aff6c1,65692760-977f-11e1-8993-905e29aff6c1
18954694-a89d-11df-bba5-000c297f1161,,Hydrocortisone Cream 1% (15g tube),1application,65474a14-977f-11e1-8993-905e29aff6c1,65692760-977f-11e1-8993-905e29aff6c1
18954a2c-a89d-11df-bba5-000c297f1161,,Ibuprofen (100mg capsule),100mg,654afe8e-977f-11e1-8993-905e29aff6c1,656922d8-977f-11e1-8993-905e29aff6c1
18954bd0-a89d-11df-bba5-000c297f1161,,Ibuprofen (200mg tablet),200mg,654afe8e-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895db90-a89d-11df-bba5-000c297f1161,,Ibuprofen (400mg tablet),400mg,654afe8e-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895ddca-a89d-11df-bba5-000c297f1161,,Imipramine Hcl (25mg tablet),25mg,6549f3ea-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895df78-a89d-11df-bba5-000c297f1161,,Indomethacin (25mg capsule),25mg,65472638-977f-11e1-8993-905e29aff6c1,6569265c-977f-11e1-8993-905e29aff6c1
1895e112-a89d-11df-bba5-000c297f1161,,Ketoconazole (200mg tablet),200mg,654b0da2-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895e2b6-a89d-11df-bba5-000c297f1161,,Lamivudine (5ml bottle),1ml,6549215e-977f-11e1-8993-905e29aff6c1,656922d8-977f-11e1-8993-905e29aff6c1
1895e446-a89d-11df-bba5-000c297f1161,,Loperamide HCl (2mg tablet),2mg,654837c6-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895e5e0-a89d-11df-bba5-000c297f1161,,Magnesium trisilicate compound (250mg tablet),250mg,65476454-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895e770-a89d-11df-bba5-000c297f1161,,Methyldopa (250mg tablet),250mg,654706da-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895e90a-a89d-11df-bba5-000c297f1161,,Metoclopramide (10mg tablet),10mg,6549f71e-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895eaa4-a89d-11df-bba5-000c297f1161,,Metronidazole .5% (5mg ampulle),5mg,6546f2a8-977f-11e1-8993-905e29aff6c1,656923d2-977f-11e1-8993-905e29aff6c1
1895ec3e-a89d-11df-bba5-000c297f1161,,Metronidazole (250mg tablet),250mg,6546f2a8-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895edd8-a89d-11df-bba5-000c297f1161,true,Metronidazole (250mg tablet) (retired),250mg,6546f2a8-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895ef68-a89d-11df-bba5-000c297f1161,,Miconazole 2% cream (30g tube),1application,654b0500-977f-11e1-8993-905e29aff6c1,65692760-977f-11e1-8993-905e29aff6c1
1895f062-a89d-11df-bba5-000c297f1161,,Miconazole oral gel (20mg tube),1application,654b0500-977f-11e1-8993-905e29aff6c1,65692760-977f-11e1-8993-905e29aff6c1
1895f15c-a89d-11df-bba5-000c297f1161,,Nalidixic Acid (1g),1g,6547307e-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895f256-a89d-11df-bba5-000c297f1161,,"Nystatin (100,000 IU tablet)",1tab(s),654b0618-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895f346-a89d-11df-bba5-000c297f1161,,"Nystatin susp 100,000 IU/dose (30ml bottle)",1ml,654b0618-977f-11e1-8993-905e29aff6c1,656922d8-977f-11e1-8993-905e29aff6c1
1895f440-a89d-11df-bba5-000c297f1161,,Omeprazole (20mg),20mg,65588f0e-977f-11e1-8993-905e29aff6c1,6569265c-977f-11e1-8993-905e29aff6c1
1895f530-a89d-11df-bba5-000c297f1161,,ORS (Oral Rehydration Salt 20g/dose),1unit(s),6547933e-977f-11e1-8993-905e29aff6c1,6569295e-977f-11e1-8993-905e29aff6c1
1895f62a-a89d-11df-bba5-000c297f1161,,Paracetamol (120mg/5mL susp),5ml,6545f0e2-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895f71a-a89d-11df-bba5-000c297f1161,,Penicillin V (250mg tablet),250mg,654a22fc-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895f814-a89d-11df-bba5-000c297f1161,,Phenytoin sodium (100mg tablet),100mg,65473768-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895f90e-a89d-11df-bba5-000c297f1161,,Phenytoin sodium (25mg tablet),25mg,65473768-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895f9fe-a89d-11df-bba5-000c297f1161,,Prednisolone (10mg),10mg,654a0c68-977f-11e1-8993-905e29aff6c1,6569265c-977f-11e1-8993-905e29aff6c1
1895faee-a89d-11df-bba5-000c297f1161,,Prednisolone (5mg tablet),5mg,654a0c68-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895fbde-a89d-11df-bba5-000c297f1161,,Proguanil hydrochloride (100mg tablet),100mg,6545fe16-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895fcd8-a89d-11df-bba5-000c297f1161,,Propranolol (40mg tablet),40mg,65470f18-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895fdd2-a89d-11df-bba5-000c297f1161,,Pyridoxine (20mg),20mg,654a0e20-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1895fec2-a89d-11df-bba5-000c297f1161,,Quinine (150mg/5ml susp),5ml,6546fbae-977f-11e1-8993-905e29aff6c1,654672c4-977f-11e1-8993-905e29aff6c1
1895ffbc-a89d-11df-bba5-000c297f1161,true,Quinine 150milligram Bottle ,150mg,6546fbae-977f-11e1-8993-905e29aff6c1,656922d8-977f-11e1-8993-905e29aff6c1
189600ac-a89d-11df-bba5-000c297f1161,,Salbutamol (4mg tablet),4mg,654a3238-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
189601a6-a89d-11df-bba5-000c297f1161,,Salbutamol MDI (100mcg/dose),100mcg,654a3238-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
18960296-a89d-11df-bba5-000c297f1161,,SP (500mg),500mg,6545eed0-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
18960390-a89d-11df-bba5-000c297f1161,,Tetracycline Hydrochloride eye ointment (1%),1application,654739a2-977f-11e1-8993-905e29aff6c1,65692760-977f-11e1-8993-905e29aff6c1
18960480-a89d-11df-bba5-000c297f1161,,Vitamin B complex (15mg tablet),15mg,6547752a-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1896057a-a89d-11df-bba5-000c297f1161,,Acetazolamide (250mg tablet),250mg,65692da0-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
18960674-a89d-11df-bba5-000c297f1161,,Adrenaline 1/1000 (1ml ampulle),1ml,65692ea4-977f-11e1-8993-905e29aff6c1,656923d2-977f-11e1-8993-905e29aff6c1
1896076e-a89d-11df-bba5-000c297f1161,,Ascorbic Acid (250mg tablet),250mg,656937d2-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1896085e-a89d-11df-bba5-000c297f1161,true,Ascorbic Acid 250mg tablet,250mg,656937d2-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
18960958-a89d-11df-bba5-000c297f1161,,Atropine sulphate  600mcg/ml (1ml ampulle),1ml,65692fa8-977f-11e1-8993-905e29aff6c1,656923d2-977f-11e1-8993-905e29aff6c1
18960a48-a89d-11df-bba5-000c297f1161,,Benzathine Penicillin(2.4MU),2.4MU,656930ac-977f-11e1-8993-905e29aff6c1,656923d2-977f-11e1-8993-905e29aff6c1
18960b38-a89d-11df-bba5-000c297f1161,,Bisacodyl (5mg tablet),5mg,656938e0-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
18960c32-a89d-11df-bba5-000c297f1161,,Calcium Gluconate 10% (8.94mg ampulle),8.94mg,656931ba-977f-11e1-8993-905e29aff6c1,656923d2-977f-11e1-8993-905e29aff6c1
18960d22-a89d-11df-bba5-000c297f1161,,Captopril (25mg tablet),25mg,6563597a-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
18960e1c-a89d-11df-bba5-000c297f1161,,Clindamycin (150mg capsule),150mg,656939e4-977f-11e1-8993-905e29aff6c1,6569265c-977f-11e1-8993-905e29aff6c1
18960f0c-a89d-11df-bba5-000c297f1161,,Clindamycin (150mg tablet),150mg,656939e4-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
18960ffc-a89d-11df-bba5-000c297f1161,,Conjugated estrogen (0.625mg tablet),0.625mg,65693ae8-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
189610f6-a89d-11df-bba5-000c297f1161,,Dexamethazone Sodium Phosphate (5mg ampulle),1drop(s),656932be-977f-11e1-8993-905e29aff6c1,656923d2-977f-11e1-8993-905e29aff6c1
189611e6-a89d-11df-bba5-000c297f1161,,Dextrose 50% (20ml ampulle),20ml,656933cc-977f-11e1-8993-905e29aff6c1,656923d2-977f-11e1-8993-905e29aff6c1
189612d6-a89d-11df-bba5-000c297f1161,,Fluoxetine (20mg capsule),20mg,65693bec-977f-11e1-8993-905e29aff6c1,6569265c-977f-11e1-8993-905e29aff6c1
189613d0-a89d-11df-bba5-000c297f1161,,Glibenclamide (5mg tablet),5mg,65693cf0-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
189614ca-a89d-11df-bba5-000c297f1161,,Griseofulvin (125mg tablet),125mg,6567186c-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
189615ba-a89d-11df-bba5-000c297f1161,,Griseofulvin (250mg tablet) ,250mg,6567186c-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898b6b2-a89d-11df-bba5-000c297f1161,,Griseofulvin (500mg tablet) ,500mg,6567186c-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898b8ce-a89d-11df-bba5-000c297f1161,,Haloperidol (5mg tablet),5mg,65693df4-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898b9f0-a89d-11df-bba5-000c297f1161,,Hydrocortisone Sodium Succinate (50mg/ml 2ml ampul,2ml,656934c6-977f-11e1-8993-905e29aff6c1,656923d2-977f-11e1-8993-905e29aff6c1
1898bafe-a89d-11df-bba5-000c297f1161,,Ivermectin (3mg tablet) ,3mg,65693f02-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898bc02-a89d-11df-bba5-000c297f1161,,Ivermectin (6mg tablet) ,6mg,65693f02-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898bcfc-a89d-11df-bba5-000c297f1161,,Levodopa + Carbidopa (250mg tablet) ,250mg,65694006-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898bdf6-a89d-11df-bba5-000c297f1161,,Levothyroxine (100mg tablet) ,100mg,65694100-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898bee6-a89d-11df-bba5-000c297f1161,,Lidocaine Hydrochloride (HCL) 1% (25ml ampulle),25ml,656935d4-977f-11e1-8993-905e29aff6c1,656923d2-977f-11e1-8993-905e29aff6c1
1898c558-a89d-11df-bba5-000c297f1161,,Lidocaine Hydrochroride (HCL) 2% (25ml ampulle),25ml,656935d4-977f-11e1-8993-905e29aff6c1,656923d2-977f-11e1-8993-905e29aff6c1
1898c666-a89d-11df-bba5-000c297f1161,,Lofemenol 1 cycle,1item,656936d8-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898c756-a89d-11df-bba5-000c297f1161,,Lumefantrine + Arthemether 1 x 6 ,1tab (s),6569420e-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898c850-a89d-11df-bba5-000c297f1161,,Lumefantrine + Arthemether 2 x 6 ,2tab (s),6569420e-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898c94a-a89d-11df-bba5-000c297f1161,,Lumefantrine + Arthemether 3 x 6 ,3tab (s),6569420e-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898ca44-a89d-11df-bba5-000c297f1161,,Lumefantrine + Arthemether 4 x 6 ,4tab (s),6569420e-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898cb34-a89d-11df-bba5-000c297f1161,,Metformine HCI(500mg tablet),500mg,65694308-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898cc38-a89d-11df-bba5-000c297f1161,,Morphine sulphate (10mg (slow release)),10mg,65694416-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898cd32-a89d-11df-bba5-000c297f1161,,Neomycin Sulphate & Bacitracin Zinc Ointment (15g),15g,6569451a-977f-11e1-8993-905e29aff6c1,65692760-977f-11e1-8993-905e29aff6c1
1898ce2c-a89d-11df-bba5-000c297f1161,,Nicotinamide (50mg tablet),50mg,6569461e-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898cf30-a89d-11df-bba5-000c297f1161,,Nitrofurantoin (100mg tablet),100mg,65694722-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898d02a-a89d-11df-bba5-000c297f1161,,Nitrofurantoin (20mg tablet) ,20mg,65694722-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898d124-a89d-11df-bba5-000c297f1161,,Phenobarbitone (30mg tablet) ,30mg,6546f3c0-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898d214-a89d-11df-bba5-000c297f1161,,Phenobarbitone sodium (200mg/ml 1ml ampulle),1ml,6546f3c0-977f-11e1-8993-905e29aff6c1,656923d2-977f-11e1-8993-905e29aff6c1
1898d340-a89d-11df-bba5-000c297f1161,,Potassium chloride (600mg tablet (slow relea)),600mg,65694826-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898d444-a89d-11df-bba5-000c297f1161,,Praziquantel (600mg tablet),600mg,6569492a-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898d534-a89d-11df-bba5-000c297f1161,,Promethazine (5mg/5mL syrup),5ml,65694a38-977f-11e1-8993-905e29aff6c1,6569285a-977f-11e1-8993-905e29aff6c1
1898d61a-a89d-11df-bba5-000c297f1161,,Promethazine (50mg),50mg,65694a38-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898d70a-a89d-11df-bba5-000c297f1161,,Promethazine hydrochloride (25mg tablet),25mg,65694a38-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898d7f0-a89d-11df-bba5-000c297f1161,,Quinine Dihydrochloride (300mg/2ml ampulle),2ml,6546fbae-977f-11e1-8993-905e29aff6c1,656923d2-977f-11e1-8993-905e29aff6c1
1898d8d6-a89d-11df-bba5-000c297f1161,,Quinine hydrochloride (300 mg tablet),300mg,6546fbae-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898d9c6-a89d-11df-bba5-000c297f1161,,Silver Sulfadiazine Cream (50g tube),1%,654b1a86-977f-11e1-8993-905e29aff6c1,65692760-977f-11e1-8993-905e29aff6c1
1898e0f6-a89d-11df-bba5-000c297f1161,,Sodium Valproate (150mg  capsule (Covulex)),150mg,65694b32-977f-11e1-8993-905e29aff6c1,6569265c-977f-11e1-8993-905e29aff6c1
1898e1e6-a89d-11df-bba5-000c297f1161,,Spironolactone (25mg tablet) ,25mg,65694c36-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898e2d6-a89d-11df-bba5-000c297f1161,,Valproic Acid (150mg tablet (Convulex 150)),150mg,65694d3a-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898e3c6-a89d-11df-bba5-000c297f1161,,"Vitamin A (100,000 IU tablet)   ",1tab(s),65694e3e-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898e6be-a89d-11df-bba5-000c297f1161,,"Vitamin A (200,000 IU tablet)   ",1tab(s),65694e3e-977f-11e1-8993-905e29aff6c1,656921d4-977f-11e1-8993-905e29aff6c1
1898e7b8-a89d-11df-bba5-000c297f1161,,Zinc Oxide 10% cream(100mg tube) ,1application,65694f4c-977f-11e1-8993-905e29aff6c1,65692760-977f-11e1-8993-905e29aff6c1
1898f01e-a89d-11df-bba5-000c297f1161,,Paracetamol (500mg tablet),500mg,6545f0e2-977f-11e1-8993-905e29aff6c1,
18990054-a89d-11df-bba5-000c297f1161,,Metformin (1g),1g,65694308-977f-11e1-8993-905e29aff6c1,
1899027a-a89d-11df-bba5-000c297f1161,,Metformin (850mg),850mg,65694308-977f-11e1-8993-905e29aff6c1,
189903ec-a89d-11df-bba5-000c297f1161,,Metformin (750mg),750mg,65694308-977f-11e1-8993-905e29aff6c1,
18990554-a89d-11df-bba5-000c297f1161,,Glibenclamide (10mg tablet),10mg,65693cf0-977f-11e1-8993-905e29aff6c1,
18990d06-a89d-11df-bba5-000c297f1161,,Captopril (6.25mg tablet),6.25mg,6563597a-977f-11e1-8993-905e29aff6c1,
18990ff4-a89d-11df-bba5-000c297f1161,,Captopril (12.5mg tablet),12.5mg,6563597a-977f-11e1-8993-905e29aff6c1,
18991170-a89d-11df-bba5-000c297f1161,,Captopril (50mg tablet),50mg,6563597a-977f-11e1-8993-905e29aff6c1,
18991a4e-a89d-11df-bba5-000c297f1161,,Quinapril (20mg),20mg,6549dc52-977f-11e1-8993-905e29aff6c1,
18991bc0-a89d-11df-bba5-000c297f1161,,Quinapril (40mg tablet),40mg,6549dc52-977f-11e1-8993-905e29aff6c1,
1899234a-a89d-11df-bba5-000c297f1161,,Aspirin (75mg tablet),75mg,6545efde-977f-11e1-8993-905e29aff6c1,
18992ad4-a89d-11df-bba5-000c297f1161,,Aspirin (150mg tablet),150mg,6545efde-977f-11e1-8993-905e29aff6c1,
189934b6-a89d-11df-bba5-000c297f1161,,Hydrochlorothiazide (12.5mg tablet),12.5MG,65588df6-977f-11e1-8993-905e29aff6c1,
18994848-a89d-11df-bba5-000c297f1161,,HCT (25mg tablet),25mg,65588df6-977f-11e1-8993-905e29aff6c1,
18994960-a89d-11df-bba5-000c297f1161,,Nifedipine (10mg tablet),10mg,654704dc-977f-11e1-8993-905e29aff6c1,
18994a46-a89d-11df-bba5-000c297f1161,,Nifedipine (20mg tablet),20mg,654704dc-977f-11e1-8993-905e29aff6c1,
18994bd6-a89d-11df-bba5-000c297f1161,,Nifedipine SR (10mg tablet),10mg,65734966-977f-11e1-8993-905e29aff6c1,
1899c8b8-a89d-11df-bba5-000c297f1161,,Nifedipine SR (20mg tablet),20mg,65734966-977f-11e1-8993-905e29aff6c1,
1899ca5c-a89d-11df-bba5-000c297f1161,,Lente Insulin,1unit(s),65473e02-977f-11e1-8993-905e29aff6c1,
1899cb74-a89d-11df-bba5-000c297f1161,,Propanolol (160mg tablet),160mg,65470f18-977f-11e1-8993-905e29aff6c1,
1899cc6e-a89d-11df-bba5-000c297f1161,,Propanolol (240mg tablet),240mg,65470f18-977f-11e1-8993-905e29aff6c1,
1899cd68-a89d-11df-bba5-000c297f1161,,Propanolol (320mg tablet),320mg,65470f18-977f-11e1-8993-905e29aff6c1,
1899ce62-a89d-11df-bba5-000c297f1161,,Methyldopa (125mg tablet),125mg,654706da-977f-11e1-8993-905e29aff6c1,
1899cf5c-a89d-11df-bba5-000c297f1161,,Methyldopa (500mg tablet),500mg,654706da-977f-11e1-8993-905e29aff6c1,
1899d056-a89d-11df-bba5-000c297f1161,,Furosemide (20mg tablet),20mg,6546003c-977f-11e1-8993-905e29aff6c1,
1899d150-a89d-11df-bba5-000c297f1161,,Furosemide (60mg tablet),60mg,6546003c-977f-11e1-8993-905e29aff6c1,
1899d24a-a89d-11df-bba5-000c297f1161,,Furosemide (80mg tablet),80mg,6546003c-977f-11e1-8993-905e29aff6c1,
1899d344-a89d-11df-bba5-000c297f1161,,Furosemide (120mg tablet),120mg,6546003c-977f-11e1-8993-905e29aff6c1,
1899d434-a89d-11df-bba5-000c297f1161,,Acyclovir (400mg tablet),400mg,6549dd6a-977f-11e1-8993-905e29aff6c1,
1899d52e-a89d-11df-bba5-000c297f1161,,Allopurinol (100mg tablet),100mg,65734a74-977f-11e1-8993-905e29aff6c1,
1899d628-a89d-11df-bba5-000c297f1161,,Benzhexol (5mg tablet),5mg,654b01c2-977f-11e1-8993-905e29aff6c1,
1899d722-a89d-11df-bba5-000c297f1161,,Carbimazole (5mg tablet),5mg,65734b6e-977f-11e1-8993-905e29aff6c1,
1899d812-a89d-11df-bba5-000c297f1161,,Chloramphenicol (250mg tablet),250mg,65472cfa-977f-11e1-8993-905e29aff6c1,
1899d90c-a89d-11df-bba5-000c297f1161,,Chlorpheniramine (4mg tablet),4mg,654affa6-977f-11e1-8993-905e29aff6c1,
1899d9fc-a89d-11df-bba5-000c297f1161,,Codeine phosphate (15mg tablet),15mg,65734c7c-977f-11e1-8993-905e29aff6c1,
1899daf6-a89d-11df-bba5-000c297f1161,,Cotrimoxazole (480mg tablet),480mg,654b02da-977f-11e1-8993-905e29aff6c1,
1899dbf0-a89d-11df-bba5-000c297f1161,,Dexamethasone (0.5mg tablet),0.5mg,65734d80-977f-11e1-8993-905e29aff6c1,
1899dcea-a89d-11df-bba5-000c297f1161,,Diclofenac Sodium (25mg tablet),25mg,65483f50-977f-11e1-8993-905e29aff6c1,
1899dde4-a89d-11df-bba5-000c297f1161,,Digoxin (0.250mg tablet),0.25mg,65663a1e-977f-11e1-8993-905e29aff6c1,
1899dede-a89d-11df-bba5-000c297f1161,,Doxycycline (100mg tablet),100mg,6545fbfa-977f-11e1-8993-905e29aff6c1,
1899dfce-a89d-11df-bba5-000c297f1161,,Flucloxacillin (250mg tablet),250mg,65484b3a-977f-11e1-8993-905e29aff6c1,
1899e0c8-a89d-11df-bba5-000c297f1161,,Hydrocortisone (20mg tablet),20mg,65474a14-977f-11e1-8993-905e29aff6c1,
1899e1c2-a89d-11df-bba5-000c297f1161,,Indomethacin (25mg tablet),25mg,65472638-977f-11e1-8993-905e29aff6c1,
1899e2b2-a89d-11df-bba5-000c297f1161,,Mebendazole (500mg tablet),500mg,6546fcd0-977f-11e1-8993-905e29aff6c1,
1899e3ac-a89d-11df-bba5-000c297f1161,,Methotrexate (2.5mg tablet),2.5mg,65734e8e-977f-11e1-8993-905e29aff6c1,
1899e4a6-a89d-11df-bba5-000c297f1161,,Nitrofurantoin (50mg tablet),50mg,65694722-977f-11e1-8993-905e29aff6c1,
1899e5a0-a89d-11df-bba5-000c297f1161,,Procyclidine (5mg tablet),5mg,65734f92-977f-11e1-8993-905e29aff6c1,
1899e69a-a89d-11df-bba5-000c297f1161,,Propantheline bromide(15mg),15mg,657350a0-977f-11e1-8993-905e29aff6c1,
