Uuid,Name,Identifier type,Base character set,First identifier base,Suffix,Min length,Max length
a72616e2-d340-465f-9eaf-4cca996c65dd,CHW Identifier Source,66785018-977f-11e1-8993-905e29aff6c1,0123456789,131, CHW,5,8
